# Carpet timing information at iteration 0 time 0:
# 1: timer name 2: gettimeofday [secs] 3: getrusage [secs] 4: cycle [secs] 5: cycle[avg] [secs] 6: cycle[sdv] [secs] 7: cycle[min] [secs] 8: cycle[max] [secs]
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[0].create: 0.03133 0.436937 7.68917e+07 4338.28 754394 1810 3820
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_3D [8]: 0.035192 0.505927 9.04789e+07 14499.8 741383 9268 16976
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[0].create: 0.049511 0.676918 1.17518e+08 4206.69 279235 2151 3289
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[5].state_do_some_work.user: 393.927 6200.25 1.02181e+12 5.76514e+07 1.22172e+10 1982 1.17455e+07
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[0].create: 0.011143 0.183968 2.79619e+07 4515.81 147722 2196 2557
main/Evolve/CallRegrid/Recompose: 43.9791 664.975 1.14067e+11 5.94097e+07 3.95974e+09 301505 1.51879e+08
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs: 1287.25 20459.8 3.33866e+12 4.45868e+07 2.52856e+10 97054 1.1987e+07
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs2: 0.110045 0.184963 2.88868e+08 150452 2.86012e+06 52462 199178
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_ADMConstraints_evaluate: 173.211 2770.82 4.49322e+11 7.20068e+07 6.01864e+08 2.88921e+07 7.14624e+07
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs1: 0.002034 0.005 5.29068e+06 2755.57 14076.9 2490 2627
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_0D [0]/OutputGH<0>: 0.408036 6.27005 1.05917e+09 169740 1.45156e+07 124467 1.18525e+06
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ML_BSSN_ADMBaseBoundaryScalar: 0.163537 2.38163 4.29915e+08 91393.5 4.47596e+06 77248 80261
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_2D [7]/OutputGH<2>: 0.534881 8.08677 1.389e+09 222597 1.75897e+06 214998 228366
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_0D [5]: 0.034501 0.520924 8.87055e+07 14215.6 280708 9222 19692
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[1].state_get_buffer_sizes.user: 0.286235 4.21332 7.45414e+08 42056.8 5.46337e+06 3246 15628
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[7].state_empty_recv_buffers.user: 20.9616 339.452 5.438e+10 3.06816e+06 1.90939e+09 2096 12722
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_SetTime: 0.058737 0.831862 1.52016e+08 24361.5 715408 21559 23534
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl/CarpetLib::dh::bs1: 0.008019 0.011999 2.08475e+07 2010.75 20973.6 1844 2120
main/Evolve/CallRegrid/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_crop: 0.057866 0.637891 1.48353e+08 1913.98 176655 1603 2043
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[1].state_get_buffer_sizes.user: 0.016351 0.23797 4.30153e+07 6893.48 278873 3294 3876
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[4].state_fill_send_buffers.step: 0.050967 0.760857 1.20323e+08 3238.66 102611 2120 2704
main/Evolve/CallRestrict/Restrict/comm_state[2].state_get_buffer_sizes.step: 1.21056 18.7032 3.14088e+09 991439 2.81752e+08 3863 3.89757e+07
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/reflux: 0.001862 0.005 4.52477e+06 2356.65 6934.92 1958 2493
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/Boundary_ApplyPhysicalBCs: 1.70034 26.09 4.41983e+09 35415.3 1.82917e+08 4084 24088
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns: 1004.23 7654.97 2.60463e+12 9.29163e+07 1.40291e+11 6350 9329
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs1: 0.001543 0.004 3.97048e+06 2067.96 13906.4 1884 2080
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/qlm_calculate: 659.746 2456.63 1.71115e+12 8.91226e+09 1.47961e+10 6.84202e+09 7.08366e+09
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_0D [0]: 0.446556 6.84395 1.15758e+09 185510 1.45454e+07 135359 1.20131e+06
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_rest/CarpetLib::dh::bs1: 0.00135 0.003 3.57456e+06 2068.61 5305.46 1921 2012
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol: 0.021381 0.064983 5.54293e+07 28869.4 465110 23544 26331
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_InitialCopy: 95.4741 1519.5 2.47699e+11 3.96954e+07 4.20547e+08 1.74784e+07 4.01193e+07
meta mode/meta mode/global mode/level(2)/leave_singlemap_mode: 0.087917 1.3968 2.26793e+08 10330.8 995673 4704 6176
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ML_ADMConstraints_evaluate_SelectBCs: 0.073439 1.11281 1.9435e+08 41315.9 129536 38036 40092
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Sync: 10.5614 162.895 2.73897e+10 970440 1.13268e+09 41529 46118
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[7].state_empty_recv_buffers.user: 0.005762 0.092988 1.48935e+07 2405.28 40152.3 1697 1896
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate: 1245.01 19806.9 3.22914e+12 8.62483e+07 2.22302e+10 2790 1.18959e+07
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/SystemStatistics_Collect: 3.00312 46.323 7.79857e+09 2.5386e+06 1.34988e+07 777379 2.22837e+06
meta mode/meta mode/global mode/level(3)/enter_local_mode: 0.979757 14.5688 2.55548e+09 128804 1.31598e+07 26321 142712
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_ADMBaseEverywhere: 174.347 2765.2 4.52468e+11 1.81277e+07 7.01415e+08 6.25156e+06 1.82184e+07
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/WeylScal4_psi4_calc_Nth_SelectBCs: 0.097701 1.45579 2.55692e+08 54356.3 283427 42279 59369
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Sync/comm_state[1].state_get_buffer_sizes.user: 0.098902 1.46576 2.63699e+08 9343.09 1.4459e+06 3181 3591
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_EvolutionBoundaryScalar: 1.50181 22.6686 3.9414e+09 157909 6.32606e+07 112467 135332
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[3].state_fill_send_buffers.user: 0.006065 0.087979 1.58195e+07 2554.82 50083.9 1722 2141
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[5].state_do_some_work.user: 0.005839 0.086982 1.39926e+07 2259.78 40150.7 1664 1792
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/CheckMask: 8.95881 138.862 2.32588e+10 3.72736e+06 2.96375e+07 1.60075e+06 3.6676e+06
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/CarpetLib_printtimestats: 0.005223 0.073986 1.28581e+07 4185.57 25621.1 3389 3955
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[2].state_get_buffer_sizes.step: 0.015722 0.260953 4.09121e+07 6607.25 231924 2964 3447
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/NaNChecker_NaNCheck_Finish: 0.008102 0.111983 2.16536e+07 3470.13 72200 2266 3010
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Sync/comm_state[5].state_do_some_work.user: 0.220729 3.19948 5.8673e+08 7835.6 2.41036e+06 2857 3157
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_ResetDeltaTime: 0.259212 4.04536 6.7163e+08 26908.3 739259 22476 23550
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[7].state_empty_recv_buffers.user: 0.407317 4.41631 1.05703e+09 59638.2 6.17895e+07 2395 2493
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_AllocateScratchSpace/CarpetLib::ggf::recompose_allocate: 1.5e-05 0 40069 4006.9 12730.6 2236 2255
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_ConstraintsEverywhere_SelectBCs: 0.047409 0.744898 1.24106e+08 49015 358164 39068 46573
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol: 0.122169 0.221957 3.16773e+08 164986 2.82275e+06 70995 212720
main/Evolve/CallRestrict/Restrict: 29.9741 474.868 7.77417e+10 2.45397e+07 1.06041e+09 1.05205e+07 1.35554e+08
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[2].state_get_buffer_sizes.step: 2.43765 37.5703 6.32478e+09 226402 2.37067e+08 2952 3934
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[7].state_empty_recv_buffers.user: 22.828 374.366 5.92252e+10 1.59413e+06 1.92871e+09 11660 12856
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ML_BSSN_ConstraintsInterior_SelectBCs: 0.083983 1.23382 2.20092e+08 46788.4 445077 39003 40355
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOScalar::CarpetIOScalar [9]: 5.51741 74.0178 1.43089e+10 2.2931e+06 2.96496e+09 123436 4.23521e+07
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_1D [6]: 0.032889 0.461921 8.43238e+07 13513.4 238656 8849 15215
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[1].state_get_buffer_sizes.user: 0.010059 0.140981 2.65992e+07 4295.74 144386 2190 2737
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/Boundary_ClearSelection: 0.049461 0.736896 1.29771e+08 6406.56 1.07932e+06 2631 3692
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_2D [2]/OutputGH<2>: 0.313003 4.81226 8.13708e+08 130402 1.03976e+06 123010 131511
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[2].state_get_buffer_sizes.step: 0.033809 0.53692 8.87306e+07 14219.6 4.43517e+06 2294 2845
main/Evolve/CallRestrict/Restrict/comm_state[4].state_fill_send_buffers.step: 0.004068 0.063989 9.66443e+06 3050.64 37817.8 2059 4310
main/Evolve/CallAnalysis/CCTK_ANALYSIS: 1007.29 7700.39 2.61257e+12 4.18681e+08 1.87563e+11 713883 9.66424e+09
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Sync/comm_state[3].state_fill_send_buffers.user: 5.75116 91.5021 1.49261e+10 199334 3.65168e+08 2814 3175
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_2D [7]: 0.558519 8.41572 1.44767e+09 231998 1.78659e+06 221814 239258
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs3: 0.001368 0.001 3.46991e+06 1807.24 13709.6 1633 1716
main/Evolve/CheckLevelTimes: 0.004372 0.065985 1.06185e+07 3457.66 35795.1 2410 4359
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction: 1005.13 7668.31 2.60697e+12 5.94222e+07 1.40603e+11 1624 88317
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[5].state_do_some_work.user: 0.007407 0.098991 1.82152e+07 2919.1 687563 1961 2165
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_ConstraintsEverywhere_SelectBCs: 0.158191 2.33867 4.13026e+08 66190.1 257065 44512 64538
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[3].state_fill_send_buffers.user: 0.051974 0.786873 1.34721e+08 21590 7.53048e+06 1979 2600
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_AllocateScratchSpace: 0.916745 13.9449 2.38893e+09 382841 2.87106e+07 152467 441125
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/Boundary_ApplyPhysicalBCs: 1.1428 17.5703 2.97669e+09 79100 1.84573e+08 4307 11113
main/Evolve/CallAnalysis/CCTK_CHECKPOINT/CallFunction/thorns/CarpetIOHDF5_EvolutionCheckpoint: 45.071 699.017 1.16906e+11 3.80553e+07 3.1444e+09 60981 63232
main/Evolve/CallAnalysis/OutputGH/OutputGH: 15.5418 222.445 4.03107e+10 6.46006e+06 5.28216e+09 821961 8.09309e+07
main/Evolve/CallRestrict/Restrict/comm_state[0].create: 0.004589 0.061992 1.0749e+07 3392.99 34912.2 2551 3034
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Sync/comm_state[2].state_get_buffer_sizes.step: 3.90488 59.5869 1.01244e+10 135208 2.44347e+08 2918 3821
main/Evolve/CallRestrict/Restrict/comm_state[1].state_get_buffer_sizes.user: 0.242013 3.59645 6.29923e+08 198839 1.43201e+06 111353 299168
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_SelectBoundConds: 0.106262 1.55976 2.77272e+08 109507 1.02179e+06 94918 105413
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_rest/CarpetLib::dh::bs3: 0.001401 0.001 3.58863e+06 2076.75 21528.6 1581 1649
meta mode/meta mode/global mode/level(5): 417.96 6613.75 1.08404e+12 5.60287e+07 6.96472e+10 12936 779125
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[2].state_get_buffer_sizes.step: 0.590127 9.00866 1.53131e+09 86397.8 7.0781e+07 2511 2924
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ML_BSSN_ADMBase_SelectBCs: 0.113708 1.67972 2.97717e+08 63290.2 734113 54707 58188
main/Evolve/CallRestrict/CCTK_POSTRESTRICT: 950.027 15109 2.46404e+12 5.23819e+08 1.70561e+10 1.90251e+08 3.51721e+08
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/SphericalSurface_CheckState: 0.009311 0.123979 2.38207e+07 7754.12 41677.7 6014 7139
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl/CarpetLib::dh::bs3: 0.006931 0.010999 1.78033e+07 1717.14 23788.2 1581 1651
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/WeylScal4_psi4_calc_Nth_SelectBCs: 0.156486 2.28666 4.08062e+08 65394.5 966463 59375 64529
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[6].state_do_some_work.step: 0.013879 0.19498 3.57448e+07 5772.75 206556 2753 3588
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/AHFinderDirect_maybe_do_masks: 0.026612 0.424928 7.0428e+07 11286.5 146709 8644 9210
meta mode/meta mode/global mode/level(4): 156.291 2459.93 4.05364e+11 2.18043e+07 4.01658e+10 12912 624143
main/Evolve/CallAnalysis: 1172.22 10237.9 3.04035e+12 9.89696e+08 1.92e+11 5.67217e+07 1.00656e+10
meta mode/meta mode/global mode/level(3)/leave_local_mode: 0.165657 4.05436 4.20608e+08 21200 2.8258e+06 9611 14236
meta mode/meta mode/global mode/level(3)/enter_singlemap_mode: 0.058155 0.885866 1.51863e+08 6627.81 576433 4708 5506
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync: 6.69373 103.342 1.73627e+10 979615 9.86014e+08 41505 47375
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_1D [1]/OutputGH<1>: 0.318471 4.85924 8.27598e+08 132628 768832 126277 151305
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[3].state_fill_send_buffers.user: 0.521311 7.73381 1.3542e+09 48475.1 5.03121e+07 8461 9504
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl/CarpetLib::dh::bs2: 0.068822 0.102979 1.8443e+08 17788.4 1.98336e+06 11920 13905
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/CartGrid3D_ApplyBC: 0.12955 1.95172 3.37743e+08 8974.9 807862 3671 5329
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_ConstraintsInterior_SelectBCs: 0.045539 0.711891 1.19935e+08 47367.7 326379 39441 43086
meta mode/meta mode/global mode/level(3): 58.7497 919.114 1.52376e+11 8.44467e+06 2.53006e+10 13138 450981
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[0].create: 0.100562 1.2978 2.31939e+08 6242.96 705946 2955 5353
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[1].state_get_buffer_sizes.user: 0.062908 0.923853 1.64215e+08 9265.13 1.00526e+06 3153 3478
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate: 0.161881 2.4626 4.18948e+08 67139.2 1.97803e+06 2994 46858
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate: 780.279 12422.1 2.02378e+12 7.17041e+07 1.65244e+10 1838 1.17931e+07
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[4].state_fill_send_buffers.step: 0.006412 0.119983 1.55553e+07 2492.84 53789.5 1753 2092
main/Evolve/CallAnalysis/CCTK_CHECKPOINT/CallFunction: 45.8121 709.983 1.1882e+11 1.90416e+07 3.50126e+09 2178 392086
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/TerminationTrigger_CheckWalltime: 0.014371 0.203968 3.67414e+07 5888.04 160218 3212 4784
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ReflectionSymmetry_Apply: 5.92351 86.5238 1.54005e+10 760291 1.42176e+08 2156 206281
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/WeylScal4_psi4_calc_Nth_SelectBCs: 0.052831 0.78887 1.38246e+08 54599.6 228756 42301 72555
main/Evolve/CallAnalysis/CCTK_POSTSTEP: 98.2207 1522.2 2.54752e+11 4.08256e+07 7.10969e+09 3.90051e+06 7.16535e+06
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[1].state_get_buffer_sizes.user: 0.962602 14.2828 2.50589e+09 67449.8 9.86589e+06 18096 29726
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_FinishLoop: 0.05906 0.896847 1.53246e+08 24558.7 696020 21611 23905
main/Evolve/CallAnalysis/CCTK_CHECKPOINT/CallFunction/thorns: 45.0813 699.156 1.16924e+11 3.80613e+07 3.14442e+09 66123 68539
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_ADMConstraints_SelectBoundConds: 0.139878 2.0717 3.62951e+08 14541.3 1.37329e+06 10100 23296
main/Evolve/CallRegrid/RegridFree: 0.041489 0.562916 1.06918e+08 3480.4 334860 2545 2768
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/NaNChecker_NaNCheck_Prepare: 0.010072 0.14898 2.53906e+07 4069 104705 2373 2683
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[8].state_empty_recv_buffers.step: 0.01116 0.161973 2.91812e+07 4712.73 707003 2530 2814
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_3D [8]/OutputGH<3>: 0.012108 0.16398 3.03343e+07 4861.27 705190 2429 6142
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ReflectionSymmetry_Apply: 10.8056 158.722 2.80945e+10 746560 1.90375e+08 2147 193719
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_EvolutionInteriorSplitBy1: 991.847 15836.8 2.57281e+12 1.03078e+08 1.79391e+09 3.53905e+07 9.9049e+07
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[2].state_get_buffer_sizes.step: 2.14653 33.178 5.57206e+09 314379 2.27928e+08 2407 4077
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Sync/comm_state[7].state_empty_recv_buffers.user: 2.18581 25.9261 5.67169e+09 75743.7 1.48248e+08 2634 3083
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOBasic::CarpetIOBasic [4]/OutputGH: 8.06215 118.529 2.09097e+10 3.35091e+06 2.37308e+09 1954 3.66881e+07
main/Evolve/CallEvol/Poison: 574.85 8903.25 1.49096e+12 2.38936e+08 1.89692e+09 1.08447e+08 2.38846e+08
meta mode/meta mode/global mode/level(1)/leave_singlemap_mode: 0.085014 1.24084 2.18301e+08 10166.3 941146 4677 6121
meta mode/meta mode/global mode/level(1)/enter_local_mode: 0.875456 13.237 2.28577e+09 124226 1.17152e+07 25327 124622
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_ConstraintsInterior_SelectBCs: 0.18278 2.66962 4.76747e+08 76401.8 706217 69900 76361
meta mode/meta mode/global mode/level(1)/enter_singlemap_mode: 0.06005 0.880863 1.61341e+08 7513.67 1.04233e+06 4707 5686
meta mode/meta mode/global mode/level(1)/leave_local_mode: 0.223496 5.41018 5.54498e+08 30135.8 3.10354e+06 9611 14104
main/Evolve/CallRestrict/Restrict/comm_state[5].state_do_some_work.user: 23.0234 361.575 5.97521e+10 1.88611e+07 3.99832e+08 111702 1.05577e+07
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[4].state_fill_send_buffers.step: 0.021097 0.309953 5.51961e+07 3114.2 117963 1752 2710
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/CartGrid3D_ApplyBC: 0.069641 1.05783 1.83052e+08 9036.91 598022 3723 5188
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Sync/comm_state[4].state_fill_send_buffers.step: 0.102082 1.57675 2.66794e+08 3562.95 207004 2141 2622
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Sync/comm_state[2].state_get_buffer_sizes.step: 1.28467 19.589 3.332e+09 118056 1.26871e+08 2496 3065
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/AHFinderDirect_maybe_do_masks: 0.018038 0.286943 4.68573e+07 18506 86473.2 15597 18635
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_1D [1]: 0.343917 5.22919 8.91356e+08 142845 845046 133181 162500
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ReflectionSymmetry_Apply: 48.0117 719.062 1.24719e+11 999354 3.98585e+08 2098 196003
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/TerminationTrigger_CheckFile: 0.00937 0.140979 2.47421e+07 3965.08 77417.9 2627 3925
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_ConstraintsInterior: 309.373 4941.97 8.02481e+11 1.28603e+08 1.08217e+09 4.20746e+07 1.27476e+08
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[4].state_fill_send_buffers.step: 0.033758 0.555916 8.73542e+07 3126.94 141312 1826 2793
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Sync/comm_state[1].state_get_buffer_sizes.user: 0.558295 8.37877 1.44754e+09 19331.5 4.94334e+06 5509 6674
main/Evolve/CallEvol/CCTK_PRESTEP: 1.63827 25.1632 4.24815e+09 680793 3.8933e+07 203653 1.08344e+06
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_ResetTime: 0.253708 3.63547 6.57158e+08 26328.4 2.7227e+06 22623 23669
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/test: 7.40429 32.574 1.92088e+10 1.00046e+07 4.14846e+07 7.15493e+06 1.03884e+07
main/Evolve/CallEvol/CCTK_PRESTEP/CallFunction/thorns: 0.11391 1.75873 2.93021e+08 23661.2 1.54369e+06 9207 11777
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/WeylScal4_SelectBoundConds: 0.119967 1.87469 3.09383e+08 12395.1 703582 10354 11458
meta mode/meta mode/global mode/level(4)/leave_local_mode: 0.289378 6.15007 7.31133e+08 23494 4.05706e+06 9626 14306
meta mode/meta mode/global mode/level(4)/leave_singlemap_mode: 0.111067 2.16966 2.93413e+08 8581.08 1.18773e+06 4652 5977
meta mode/meta mode/global mode/level(4)/enter_local_mode: 1.38559 20.7989 3.61547e+09 116178 1.62935e+07 26523 154091
meta mode/meta mode/global mode/level(5)/enter_local_mode: 2.44822 36.6614 6.38252e+09 119112 2.3242e+07 26465 150161
meta mode/meta mode/global mode/level(5)/leave_local_mode: 0.571533 11.0374 1.43449e+09 26771 5.79212e+06 9580 13523
meta mode/meta mode/global mode/level(5)/leave_singlemap_mode: 0.205992 3.60846 5.43645e+08 9595.37 1.86619e+06 4637 5753
meta mode/meta mode/global mode/level(6)/enter_local_mode: 4.29113 64.659 1.11989e+10 113791 3.16522e+07 25431 150604
meta mode/meta mode/global mode/level(6)/leave_local_mode: 1.0815 19.568 2.71415e+09 27578.3 8.03538e+06 9534 13698
meta mode/meta mode/global mode/level(6)/leave_singlemap_mode: 0.380979 6.33704 1.01585e+09 10009.5 7.17107e+06 4655 5891
meta mode/meta mode/global mode/level(6): 731.542 11623.3 1.89737e+12 9.09528e+07 8.2631e+10 12822 837787
meta mode/meta mode/global mode/level(6)/enter_singlemap_mode: 0.272131 4.17438 7.27342e+08 7166.71 2.00318e+06 4668 4958
