# Carpet timing information at iteration 0 time 0:
# 1: timer name 2: gettimeofday [secs] 3: getrusage [secs] 4: cycle [secs] 5: cycle[avg] [secs] 6: cycle[sdv] [secs] 7: cycle[min] [secs] 8: cycle[max] [secs]
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ML_BSSN_ConstraintsEverywhere_SelectBCs: 0.055553 0.852888 1.46561e+08 46735.1 351488 39468 42548
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[5].state_do_some_work.user: 0.06574 4.5823 1.74705e+08 15320.9 1.39013e+06 5959 7414
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[4].state_fill_send_buffers.step: 0.035091 0.759882 8.04107e+07 3246.56 79915.8 2279 3212
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_SelectBoundConds: 0.069615 1.05681 1.81715e+08 111550 705890 94689 105279
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[3].state_fill_send_buffers.user: 13.7204 203.298 3.56135e+10 3.12317e+06 6.28559e+08 1915 493162
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[8].state_empty_recv_buffers.step: 2.30142 59.0629 5.97358e+09 320746 1.75834e+08 3105 3304
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[2].state_get_buffer_sizes.step: 3.87124 59.037 1.00604e+10 882262 1.23534e+08 129039 210949
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose/dh::recompose_free_old: 0.000692 0 1.79915e+06 1800.95 7279.83 1618 1710
main/Evolve/CallRestrict/Restrict/comm_state[2].state_get_buffer_sizes.step: 0.286249 4.41932 7.44493e+08 352506 4.15545e+07 3870 862824
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/CoordBase_SetupMask: 0.224448 0.935851 5.87735e+08 156729 3.17302e+06 123796 132447
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_ConstraintsEverywhere_SelectBCs: 0.029153 0.430918 7.6987e+07 47260.3 292772 39829 43554
meta mode/meta mode/global mode/level(1)/enter_singlemap_mode: 0.038 0.516928 9.78809e+07 6834.78 534911 4664 5769
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/CarpetLib_printtimestats: 0.003616 0.047992 8.97538e+06 4382.51 14673.6 3744 4304
meta mode/meta mode/global mode/level(1)/leave_singlemap_mode: 0.056163 0.893866 1.47109e+08 10272.3 733406 4800 6387
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate: 323.54 5141.94 8.39084e+11 4.45942e+07 8.49989e+09 1927 7.24851e+06
meta mode/meta mode/global mode/level(1)/enter_local_mode: 0.627417 9.24959 1.63399e+09 133148 1.02525e+07 34250 175472
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_2D [2]: 0.226515 3.47647 5.87484e+08 141222 1.28112e+06 130468 144585
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Sync/comm_state[3].state_fill_send_buffers.user: 4.27058 39.539 1.11194e+10 590952 1.4539e+08 127929 135335
meta mode/meta mode/global mode/level(1)/leave_local_mode: 0.149836 3.39548 3.71353e+08 30260.2 2.5279e+06 9733 14909
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5 [10]: 0.022467 0.361944 5.76459e+07 13857.2 266608 7910 18344
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[6].state_do_some_work.step: 0.79853 13.356 2.07479e+09 498749 1.75749e+08 108377 129278
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_ConstraintsInterior_SelectBCs: 0.028212 0.389953 7.38242e+07 45318.7 100298 40679 44475
meta mode/meta mode/global mode/level(4)/leave_singlemap_mode: 0.073208 1.3268 1.91642e+08 8464.38 1.14706e+06 4686 6038
meta mode/meta mode/global mode/level(4)/enter_singlemap_mode: 0.060667 0.864859 1.57163e+08 6941.53 787497 4695 5610
meta mode/meta mode/global mode/level(5)/enter_local_mode: 1.58976 23.6044 4.15082e+09 117228 1.91969e+07 28456 185832
meta mode/meta mode/global mode/level(5)/leave_local_mode: 0.348843 7.41989 8.83297e+08 24946.3 4.28935e+06 9690 13924
meta mode/meta mode/global mode/level(5)/leave_singlemap_mode: 0.124083 2.06668 3.26153e+08 8707.39 1.41488e+06 4695 5824
meta mode/meta mode/global mode/level(5): 283.361 3972.36 7.34884e+11 5.70208e+07 6.2802e+10 13082 623094
meta mode/meta mode/global mode/level(5)/enter_singlemap_mode: 0.096961 1.4088 2.56685e+08 6852.78 1.52454e+06 4695 5414
meta mode/meta mode/global mode/level(6)/enter_local_mode: 2.72615 40.4268 7.12431e+09 109699 2.59547e+07 27324 174142
meta mode/meta mode/global mode/level(6)/leave_local_mode: 0.658981 13.5789 1.67753e+09 25830.4 6.81598e+06 9666 13575
meta mode/meta mode/global mode/level(6)/leave_singlemap_mode: 0.229037 3.84442 6.03922e+08 9014.7 1.97337e+06 4659 5787
meta mode/meta mode/global mode/level(6): 286.141 4523.34 7.42094e+11 5.3415e+07 4.04709e+10 13128 605005
meta mode/meta mode/global mode/level(6)/enter_singlemap_mode: 0.170194 2.57861 4.51259e+08 6735.91 1.69396e+06 4680 5114
meta mode/meta mode/global mode/level(7)/enter_local_mode: 4.97261 73.495 1.29912e+10 109678 3.56887e+07 27493 175999
meta mode/meta mode/global mode/level(7)/leave_local_mode: 1.24513 24.3413 3.16383e+09 26710.7 8.68779e+06 9654 13829
meta mode/meta mode/global mode/level(7)/leave_singlemap_mode: 0.427131 6.50301 1.12334e+09 9322.59 2.67666e+06 4628 5956
meta mode/meta mode/global mode/level(7): 534.175 8411.55 1.38536e+12 8.74321e+07 5.07986e+10 12887 617047
meta mode/meta mode/global mode/level(7)/enter_singlemap_mode: 0.30634 4.42232 8.12363e+08 6741.77 2.27032e+06 4557 5891
meta mode/meta mode/global mode/level(8)/enter_local_mode: 9.32257 139.022 2.43329e+10 110854 5.71928e+07 27278 176335
meta mode/meta mode/global mode/level(8)/leave_local_mode: 2.38248 45.864 6.04123e+09 27522.2 1.21487e+07 9550 13753
meta mode/meta mode/global mode/level(8)/leave_singlemap_mode: 0.806159 12.1192 2.12331e+09 9583.77 3.66457e+06 4674 6503
meta mode/meta mode/global mode/level(8): 1005.22 15895.4 2.607e+12 1.32422e+08 6.58391e+10 12872 532483
meta mode/meta mode/global mode/level(8)/enter_singlemap_mode: 0.558756 8.31069 1.48121e+09 6685.59 2.36694e+06 4594 5748
meta mode/meta mode/global mode/level(9)/enter_local_mode: 17.0633 235.742 4.45545e+10 113174 7.36466e+07 27784 178274
meta mode/meta mode/global mode/level(9)/leave_local_mode: 4.45669 77.3292 1.12927e+10 28685 1.66333e+07 9727 13747
meta mode/meta mode/global mode/level(9)/leave_singlemap_mode: 1.48265 20.5818 3.90276e+09 9862.2 5.29884e+06 4643 5858
main/Initialise/CallInitial/CallRegridInitialMeta/RegridFree: 3e-06 0 7369 7369 0 7369 7369
main/Initialise/CallInitial/CCTK_BASEGRID: 1.12649 7.15491 2.92151e+09 2.92151e+08 2.63065e+09 9.72912e+06 1.09745e+07
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction: 1.12531 7.14191 2.91846e+09 1.08091e+07 2.70132e+09 1738 2995
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns: 1.11706 7.03293 2.89702e+09 1.69416e+07 2.69787e+09 8513 251778
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/ADMBase_SetShiftStateOn: 6.5e-05 0 170306 17030.6 55687.9 10394 10645
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/ADMBase_SetDtLapseStateOn: 4.7e-05 0 124506 12450.6 44274.2 7393 7684
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/MaskBase_AllocateMask: 0.037345 0.561918 9.72887e+07 259436 5.23697e+06 139776 227564
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/SpatialCoordinates: 4.8876 75.9134 1.26844e+10 7.78665e+06 6.00617e+07 5.8857e+06 6.86852e+06
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/MaskZero: 0.377802 5.82014 9.82663e+08 603231 5.64917e+06 439470 465474
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns: 151.489 1651.35 3.92875e+11 4.18211e+06 2.10034e+10 5934 32849
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction: 368.609 5044.01 9.55976e+11 1.08676e+07 2.28062e+10 1673 114000
main/Evolve/CallRegrid/CCTK_POSTREGRID: 368.947 5051.85 9.56851e+11 5.87385e+08 2.0129e+10 2.34924e+08 6.11917e+08
meta mode/meta mode/global mode/level(9): 1730.32 26477.3 4.48752e+12 9.23738e+07 9.08233e+10 11464 165580
meta mode/meta mode/global mode/level(9)/enter_singlemap_mode: 0.961791 12.5841 2.55042e+09 6444.86 3.47636e+06 4609 6359
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/ADMMacros_SetLocalSpatialOrder: 0.000924 0.013 2.41178e+06 241178 281995 58696 286765
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/SpatialSpacings: 9.9e-05 0.001 252186 25218.6 175254 6237 6971
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/ADMBase_SetDtShiftStateOn: 4.7e-05 0 118763 11876.3 43836 6873 7360
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/SpatialCoordinates: 0.035991 0.45893 9.34215e+07 9.34215e+06 1.49543e+07 5.90125e+06 6.39244e+06
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_SetupRes: 0.000121 0 313328 31332.8 250633 4683 4784
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/AHFinderDirect_setup: 0.001504 0 3.90166e+06 3.90166e+06 0 3.90166e+06 3.90166e+06
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/dissipation_basegrid: 0.005736 0.069988 1.49125e+07 1.49125e+06 2.39277e+06 896395 1.00414e+06
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/ML_ADMConstraints_CheckBoundaries: 6.5e-05 0 170560 170560 0 170560 170560
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/ML_BSSN_CheckBoundaries: 0.000147 0 381836 381836 0 381836 381836
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/NaNChecker_ResetCounter: 1.1e-05 0 29050 29050 0 29050 29050
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskZero: 0.002864 0.028995 7.44985e+06 744985 1.1792e+06 478859 511830
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskOne: 0.005629 0.080988 1.46305e+07 1.46305e+06 2.35314e+06 925294 998116
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_Setup: 9.5e-05 0 246511 246511 0 246511 246511
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask: 0.000225 0 582999 582999 0 582999 582999
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask/CarpetLib::ggf::recompose_crop: 4e-06 0 10155 5077.5 2906.92 3022 3022
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask/CarpetLib::ggf::recompose_allocate: 2.2e-05 0 57553 2877.65 11329.6 2059 2169
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask/dh::recompose_free_old: 1.3e-05 0 35230 1761.5 884.387 1691 1725
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/TemporalSpacings: 0.000861 0.013999 2.25052e+06 225052 190926 45962 245501
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/SymBase_Check: 5.5e-05 0 139817 13981.7 3731.24 11581 14279
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_CheckState: 8.9e-05 0.001 230963 230963 0 230963 230963
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskBase_InitMask: 0.004546 0.017998 1.18109e+07 1.18109e+06 1.84916e+06 756181 793009
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/CoordBase_SetupMask: 0.000973 0.007998 2.53888e+06 253888 289811 149852 152960
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/CarpetMaskSetup: 0.00524 0.082987 1.35974e+07 1.35974e+06 1.38651e+06 455832 974018
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/StaticConformal_InitialiseState: 4.8e-05 0.001 123645 12364.5 60944 5276 6139
main/Initialise/CallInitial/CCTK_INITIAL/CarpetLib::ggf::recompose_crop: 6e-06 0.001 12816 4272 4031.95 2361 2361
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskBase_SetMask: 0.007105 0.077986 1.84613e+07 1.84613e+06 1.93917e+06 1.18427e+06 1.7056e+06
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/WeylScal4_CheckBoundaries: 6.1e-05 0 158621 158621 0 158621 158621
main/Initialise/CallInitial/CCTK_INITIAL: 295.882 4330.82 7.67358e+11 7.67358e+10 4.096e+11 2.11462e+10 2.31261e+10
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_Set: 0.000105 0.002 272450 272450 0 272450 272450
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs: 213.801 3328.95 5.54485e+11 4.86262e+07 7.77187e+09 623297 8.07636e+06
main/Initialise/CallInitial/CCTK_INITIAL/CarpetLib::ggf::recompose_allocate: 2.1e-05 0 56550 4712.5 21611.8 2297 3316
main/Initialise/CallInitial/CCTK_INITIAL/dh::recompose_free_old: 1.1e-05 0 25354 2112.83 1589 1787 2012
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/TwoPunctures_Metadata: 0.01989 0.209968 5.15871e+07 5.15871e+07 0 5.15871e+07 5.15871e+07
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/TwoPunctures: 295.379 4323.64 7.66054e+11 7.66054e+10 4.09486e+11 2.10745e+10 2.30445e+10
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/ADMBase_ShiftZero: 0.070021 0.837874 1.81712e+08 1.81712e+07 2.87464e+07 1.14991e+07 1.2494e+07
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/ADMBase_DtLapseZero: 0.01705 0.200966 4.42812e+07 4.42812e+06 6.9739e+06 2.78928e+06 3.11122e+06
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/ADMBase_DtShiftZero: 0.069761 0.831875 1.81036e+08 1.81036e+07 2.8662e+07 1.13481e+07 1.25105e+07
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/CarpetIOASCIIInit: 9e-06 0 23853 23853 0 23853 23853
main/Evolve/CallRestrict/CCTK_POSTRESTRICT: 437.405 6933.71 1.13439e+12 3.61733e+08 1.05574e+10 2.22468e+08 2.34058e+08
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns: 295.873 4330.7 7.67333e+11 7.17134e+09 4.69957e+11 11575 73840
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/region: 3.81027 18.7611 9.88502e+09 7.72267e+06 1.1436e+07 6.78398e+06 7.78875e+06
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/Time_Initialise: 1.8e-05 0 46693 46693 0 46693 46693
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction: 295.881 4330.8 7.67354e+11 4.51385e+09 4.72122e+11 1995 277075
main/Initialise/CallInitial/CCTK_BASEGRID/CallFunction/thorns/MaskBase_TestMask: 1.04365 6.16906 2.70667e+09 2.70667e+09 0 2.70667e+09 2.70667e+09
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/CarpetIOBasicInit: 5e-06 0 14067 14067 0 14067 14067
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/CarpetIOHDF5_Init: 1.9e-05 0 50370 50370 0 50370 50370
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/CarpetIOScalarInit: 6e-06 0 15536 15536 0 15536 15536
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/ML_BSSN_InitialADMBase1Everywhere: 0.120957 1.87572 3.13809e+08 3.13809e+07 9.32321e+07 1.48346e+07 1.89701e+07
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/ML_BSSN_InitialADMBase2BoundaryScalar: 0.001308 0.016998 3.41147e+06 341147 2.36143e+06 88712 91315
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/ML_BSSN_InitialADMBase2Interior: 0.186703 2.96055 4.84322e+08 4.84322e+07 8.6118e+07 2.86813e+07 3.19724e+07
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/MoL_StartLoop: 0.000129 0.001 332825 33282.5 83860.9 23901 23947
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/PunctureTracker_Init: 0.000329 0.003999 856492 856492 0 856492 856492
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/qlm_init: 0.000118 0.002 305983 305983 0 305983 305983
main/Initialise/CallInitial/CCTK_POSTINITIAL: 11.2068 62.3195 2.90644e+10 2.90644e+09 1.89128e+10 4.03066e+08 4.56955e+08
main/Initialise/CallInitial/CCTK_INITIAL/CallFunction/thorns/ML_BSSN_ExtrapolateGammas: 0.006153 0.093986 1.59691e+07 1.59691e+06 1.44893e+07 68212 68237
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction: 11.2046 62.2515 2.90587e+10 5.93034e+07 2.01141e+10 2373 16349
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns: 1.26956 20.1669 3.29251e+09 6.84513e+06 5.25753e+08 6448 9834
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/CarpetIOHDF5_CloseFiles: 2.7e-05 0.001 71530 71530 0 71530 71530
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ADMBaseInterior: 0.193993 3.07553 5.03235e+08 5.03235e+07 8.9595e+07 3.01875e+07 3.29771e+07
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs: 9.91745 41.6997 2.57205e+10 4.28675e+08 1.98738e+10 5.53707e+06 1.12845e+07
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate: 1.78316 21.5397 4.62453e+09 7.70755e+07 2.07347e+09 2364 1.02173e+07
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync: 8.13372 20.1169 2.10945e+10 3.51574e+08 1.9723e+10 760274 1.04454e+06
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[1].state_get_buffer_sizes.user: 0.000567 0.005999 1.4822e+06 24703.2 171611 8017 10855
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[3].state_fill_send_buffers.user: 0.038132 0.543919 9.90861e+07 1.65144e+06 2.26509e+07 134111 137880
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[5].state_do_some_work.user: 0.000436 0.029995 1.16742e+06 19456.9 144038 6742 7469
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[4].state_fill_send_buffers.step: 6.6e-05 0.007 163427 2723.78 3947.13 2169 2640
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[6].state_do_some_work.step: 8.03444 18.7072 2.08371e+10 3.47285e+08 1.97199e+10 219370 493948
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[7].state_empty_recv_buffers.user: 0.016849 0.123979 4.38266e+07 730444 8.07235e+06 120218 122151
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_ADMConstraints_SelectBoundConds: 0.000167 0.002 432136 43213.6 185983 22577 23853
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[8].state_empty_recv_buffers.step: 0.000138 0.001 351241 5854.02 15336.7 3805 5652
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/Boundary_ApplyPhysicalBCs: 0.013599 0.213965 3.53103e+07 441379 1.89287e+07 5072 25104
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[0].create: 7.4e-05 0.005999 187518 3125.3 23434.3 1903 2258
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Sync/comm_state[2].state_get_buffer_sizes.step: 0.041855 0.621903 1.08692e+08 1.81153e+06 2.4439e+07 228032 232881
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/CartGrid3D_ApplyBC: 0.000287 0.002999 744997 9312.46 39463 4090 8555
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ReflectionSymmetry_Apply: 0.017256 0.213967 4.49063e+07 561329 6.47795e+06 2358 127021
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/Boundary_ClearSelection: 0.00017 0.004 457485 5718.56 17740.6 2768 5230
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ADMBaseBoundaryScalar: 0.000843 0.010999 2.20242e+06 220242 1.31258e+06 75513 85228
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ADMBaseEverywhere: 0.072399 1.14982 1.87875e+08 1.87875e+07 3.18359e+07 1.12442e+07 1.25927e+07
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ADMBase_SelectBCs: 0.000352 0.007 910401 91040.1 358957 51456 53214
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/WeylScal4_SelectBoundConds: 9.9e-05 0.001 259864 25986.4 134633 10697 12110
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_ADMConstraints_evaluate: 0.224651 3.59645 5.82732e+08 5.82732e+07 1.10349e+08 3.31688e+07 3.71576e+07
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_ADMConstraints_evaluate_SelectBCs: 0.000266 0.004 694157 69415.7 172494 49755 53523
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ConstraintsEverywhere: 0.020951 0.317952 5.43883e+07 5.43883e+06 9.2483e+06 3.08683e+06 3.4752e+06
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ConstraintsEverywhere_SelectBCs: 0.000349 0.005999 909327 90932.7 358266 45726 46837
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ConstraintsInterior: 0.395041 6.29604 1.02462e+09 1.02462e+08 1.77288e+08 6.06305e+07 7.08545e+07
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/WeylScal4_psi4_calc_Nth: 0.293633 4.67829 7.61638e+08 7.61638e+07 1.36368e+08 4.5049e+07 5.10989e+07
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/ML_BSSN_ConstraintsInterior_SelectBCs: 0.000414 0.004999 1.08549e+06 108549 350603 69582 70998
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/thorns/WeylScal4_psi4_calc_Nth_SelectBCs: 0.000307 0.004999 805433 80543.3 157533 62654 63608
main/Initialise/CallRestrict/Restrict: 31.8621 38.4961 8.26331e+10 9.18146e+09 7.72187e+10 1.52699e+07 2.02493e+08
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[1].state_get_buffer_sizes.user: 0.001828 0.026996 4.76404e+06 88223 541934 29830 40915
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[0].create: 0.000103 0.001 248670 4605 3526.02 3206 4551
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[2].state_get_buffer_sizes.step: 0.01372 0.178977 3.56729e+07 660610 1.01447e+07 61549 73687
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[3].state_fill_send_buffers.user: 0.046823 0.712888 1.21598e+08 2.25181e+06 1.89247e+07 486629 569770
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[5].state_do_some_work.user: 0.557305 8.73867 1.44557e+09 2.67698e+07 2.4924e+08 4.25382e+06 6.48047e+06
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[4].state_fill_send_buffers.step: 6.2e-05 0.002999 144657 2678.83 2205.63 2163 3316
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[7].state_empty_recv_buffers.user: 0.057429 0.816875 1.49036e+08 2.75992e+06 5.61579e+07 113656 116761
main/Initialise/CallRestrict/Restrict/comm_state[0].create: 1.4e-05 0 30124 3347.11 2798.77 2634 2915
main/Initialise/CallRestrict/Restrict/comm_state[1].state_get_buffer_sizes.user: 0.000738 0.009999 1.9234e+06 213711 88118.7 177733 211251
main/Initialise/CallInitial/CCTK_POSTINITIAL/CallFunction/syncs/Prolongate/comm_state[8].state_empty_recv_buffers.step: 0.034043 0.581913 8.83221e+07 1.63559e+06 4.30925e+07 3719 2.84937e+06
main/Initialise/CallRestrict: 34.8613 85.406 9.04113e+10 9.04113e+10 0 9.04113e+10 9.04113e+10
main/Initialise/CallRestrict/CCTK_POSTRESTRICTINITIAL/CallFunction: 1.63128 25.7101 4.23067e+09 9.83877e+06 7.4282e+08 11688 14223
main/Initialise/CallRestrict/Restrict/comm_state[2].state_get_buffer_sizes.step: 0.004649 0.073989 1.20776e+07 1.34196e+06 5.77349e+06 167587 733769
main/Initialise/CallRestrict/Restrict/comm_state[3].state_fill_send_buffers.user: 0.013496 0.195968 3.50307e+07 3.8923e+06 9.24906e+06 1.76367e+06 5.83653e+06
main/Initialise/CallRestrict/Restrict/comm_state[4].state_fill_send_buffers.step: 1.1e-05 0 23722 2635.78 1221.79 2248 2398
main/Initialise/CallRestrict/Restrict/comm_state[6].state_do_some_work.step: 31.6017 34.4388 8.19577e+10 9.10641e+09 7.72615e+10 6276 7097
main/Initialise/CallRestrict/Restrict/comm_state[5].state_do_some_work.user: 0.074389 1.15283 1.93016e+08 2.14462e+07 4.95727e+07 1.21075e+07 5.46102e+07
main/Initialise/CallRestrict/Restrict/comm_state[7].state_empty_recv_buffers.user: 0.003925 0.040995 1.01904e+07 1.13227e+06 5.12214e+06 186722 278521
main/Initialise/CallRestrict/Restrict/comm_state[8].state_empty_recv_buffers.step: 0.162894 2.52762 4.22464e+08 4.69404e+07 2.05073e+08 6308 1.40774e+08
main/Initialise/CallRestrict/CCTK_POSTRESTRICTINITIAL: 1.63297 25.7631 4.23504e+09 4.23504e+08 5.96879e+08 2.40918e+08 2.72947e+08
