# Carpet timing information at iteration 0 time 0:
# 1: timer name 2: gettimeofday [secs] 3: getrusage [secs] 4: cycle [secs] 5: cycle[avg] [secs] 6: cycle[sdv] [secs] 7: cycle[min] [secs] 8: cycle[max] [secs]
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOScalar::CarpetIOScalar [9]: 0.000154 0.004999 400192 133397 20058.2 123543 126996
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOScalar::CarpetIOScalar [9]: 3.03979 47.8087 7.88205e+09 1.77165e+06 6.18239e+08 123188 4.19373e+07
main/Initialise/CallPostRecoverVariables/CCTK_POST_RECOVER_VARIABLES/CallFunction/thorns/MaskBase_AllocateMask: 0.002223 0.033995 5.76829e+06 5.76829e+06 0 5.76829e+06 5.76829e+06
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ML_BSSN_ConstraintsEverywhere_SelectBCs: 0.059095 0.884863 1.54916e+08 46174.8 325293 37654 41169

# Carpet timing information at iteration 10240 time 82.2857:
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns: 86.295 1334.32 2.23796e+11 1.77067e+06 5.41099e+09 5343 2.11802e+06
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_3D [8]/OutputGH<3>: 0.011671 0.169974 2.92433e+07 4478.99 107285 2346 6225
main: 12448.7 181054 3.2285e+13 6.457e+12 1.02339e+13 3.42156e+11 1.02417e+13
meta mode: 12448.7 181054 3.2285e+13 6.457e+12 1.02339e+13 3.42156e+11 1.02417e+13
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[6].state_do_some_work.step: 41.2316 656.11 1.06941e+11 3.65835e+06 2.67066e+09 2698 3811
main/CarpetStartup: 0.45438 4.31934 1.1784e+09 1.1784e+09 0 1.1784e+09 1.1784e+09
main/CarpetStartup/CheckRegions: 3e-06 0 4662 4662 0 4662 4662
main/CarpetStartup/CarpetLib::dh::regrid: 0.000202 0.003 451950 4519.5 40328.6 3753 3888
main/CarpetStartup/AllocateGridHierarchy: 1.5e-05 0 36116 36116 0 36116 36116
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refrest: 7.2e-05 0 179971 1799.71 1851.71 1636 1756
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/sync: 0.006996 0.053993 1.82228e+07 182228 1.28886e+06 165430 177445
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_SelectBoundConds: 0.129294 1.92569 3.37633e+08 111540 1.08745e+06 98803 103614
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/unusedpoints_mask: 0.150894 0.265961 3.91357e+08 3.91357e+07 8.16091e+07 2260 6.28797e+07
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid: 0.449178 4.25835 1.16494e+09 1.16494e+07 1.78609e+08 9.54788e+06 9.79961e+06
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/PostRegrid: 0.000588 0.001 1.52344e+06 1.52344e+06 0 1.52344e+06 1.52344e+06
main/CarpetStartup/CarpetLib::dh::recompose: 6.7e-05 0 175747 1757.47 1343.29 1615 1694
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/domain: 0.003798 0.024994 9.8484e+06 98484 211668 94157 94769
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/region: 0.084419 0.722894 2.19129e+08 2.19129e+06 4.77225e+06 2.12183e+06 2.14016e+06
main/CarpetStartup/CarpetLib::gh::regrid: 0.449832 4.26635 1.16657e+09 1.16657e+07 1.78643e+08 9.56313e+06 9.81506e+06
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/buffers: 0.121715 1.02084 3.15943e+08 3.15943e+06 1.12164e+06 3.08384e+06 3.14972e+06
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/Recompose: 0.039375 0.006999 1.02114e+08 1.02114e+07 2.86688e+07 694616 4.59529e+06
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/test: 0.140718 1.16482 3.6519e+08 3.6519e+06 3.64906e+06 3.53699e+06 3.69262e+06
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/region: 0.030081 0.155974 7.80368e+07 7.80368e+06 782956 7.06262e+06 7.87207e+06
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol: 0.001694 0.014997 4.37121e+06 43712.1 432948 30567 30965
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refbndprol: 6.7e-05 0.000999 178919 1789.19 1873.3 1557 1636
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs2: 0.00116 0.005997 3.07687e+06 30768.7 409226 18763 19148
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgprol: 6e-05 0 177307 1773.07 6870.92 1523 1585
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refprol: 7.5e-05 0.002 186473 1864.73 5586.16 1633 1633
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm: 0.012867 0.096984 3.33428e+07 333428 1.54789e+06 283975 283975
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/unusedpoints_mask: 7e-05 0 179819 1798.19 3799.18 1606 1698
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/mask: 0.000367 0.003999 993430 9934.3 16343.8 6778 8788
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs1: 9.9e-05 0.001 265897 2658.97 2098.81 2297 2477
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_boxes: 0.072227 1.11783 1.87417e+08 1.87417e+06 1.67441e+08 53285 115189
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgrest: 7.8e-05 0.001 180114 1801.14 1834.78 1581 1676
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm: 0.00819 0.062992 2.12245e+07 212245 1.39178e+06 192449 204996
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs3: 7.1e-05 0.002 177542 1775.42 2105.34 1594 1624
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync: 0.001189 0.012998 3.09081e+06 30908.1 345274 23874 25774
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs1: 9.2e-05 0.001 215027 2150.27 2335.78 1860 1985
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs2: 0.000712 0.007999 1.91727e+06 19172.7 300326 13199 15092
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs3: 6.9e-05 0.001 173602 1736.02 3281.15 1541 1664
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol: 0.001131 0.011 2.94657e+06 29465.7 186896 23269 24932
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs1: 7.4e-05 0 202861 2028.61 1823.21 1814 1988
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/reflux: 6.4e-05 0.002 177438 1774.38 3914.28 1563 1618
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs1: 0.000453 0.003 1.20987e+06 2016.45 4476.65 1801 1927
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs2: 0.000662 0.006 1.77848e+06 17784.8 173151 12297 14508
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs3: 7e-05 0.001 166179 1661.79 1688.26 1502 1545
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol: 0.005893 0.041994 1.52782e+07 152782 442406 135974 139210
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns: 119.201 1864.07 3.09126e+11 1.66352e+06 2.98214e+09 5212 23620
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs2: 0.003522 0.024997 9.561e+06 15935 225293 11556 12755
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs1: 7.7e-05 0 204024 2040.24 2122.34 1844 1903
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs3: 0.000426 0.002 982119 1636.87 4194.86 1492 1508
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync: 0.001065 0.005998 2.74804e+06 27480.5 113105 21776 24092
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs2: 0.000596 0.002998 1.59703e+06 15970.3 102812 11535 13749
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs3: 7e-05 0.001 165111 1651.11 1388.92 1477 1529
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol: 0.001331 0.006997 3.43236e+06 34323.6 704443 23128 25676
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs1: 8.2e-05 0.000999 204857 2048.57 1746.07 1860 1942
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs2: 0.000857 0.003999 2.29003e+06 22900.3 703097 12633 15215
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_ref_prol/CarpetLib::dh::bs3: 6.7e-05 0.000999 166163 1661.63 1650.95 1502 1566
meta mode/meta mode/leave_global_mode: 1.56026 23.2964 4.07147e+09 108813 1.17775e+07 28099 153568
meta mode/meta mode/global mode/leave_level_mode: 0.525759 8.16082 1.41056e+09 5150 1.78059e+06 4123 4909
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_crop: 0.000681 0 1.7529e+06 1723.6 12165 1529 1633
meta mode/meta mode/global mode: 12363.3 179831 3.20636e+13 8.56926e+08 3.41252e+11 20742 9.38581e+09
meta mode/meta mode/global mode/level(0)/leave_singlemap_mode: 0.091638 1.54778 2.34816e+08 8572.73 1.19689e+06 1489 7044
meta mode/meta mode/global mode/level(0): 587.166 3070.35 1.52278e+12 6.48185e+07 1.243e+11 8913 949468
meta mode/meta mode/global mode/level(0)/leave_local_mode: 0.206731 5.28219 5.16003e+08 21700.9 3.47429e+06 1474 15799
meta mode/meta mode: 12448.2 181049 3.22838e+13 6.45677e+12 1.02341e+13 3.41011e+11 1.02417e+13
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/Recompose/CarpetLib::dh::recompose: 0.036037 0.005 9.34604e+07 1.03845e+07 2.59461e+07 3.895e+06 3.92985e+06
main/Initialise/CallSetup: 0.225311 0.19697 5.84333e+08 5.84333e+08 0 5.84333e+08 5.84333e+08
meta mode/meta mode/global mode/level(0)/enter_local_mode: 0.817287 12.2111 2.13545e+09 89811.6 1.21446e+07 1468 142241
main/Initialise/CarpetLib::ggf::recompose_crop: 0.000876 0 2.03496e+06 2070.15 25480.3 1820 2175
main/Initialise/CarpetLib::ggf::recompose_allocate: 0.001061 0 2.74477e+06 2792.24 21117.5 2499 2835
main/Initialise: 131.461 153.802 3.40936e+11 3.40936e+11 0 3.40936e+11 3.40936e+11
main/Initialise/dh::recompose_free_old: 0.000585 0.001 1.55454e+06 1581.42 7622.31 1498 1588
meta mode/meta mode/enter_global_mode: 6.81853 103.346 1.7739e+10 474101 4.45739e+07 148650 160557
meta mode/meta mode/global mode/enter_level_mode: 0.667821 10.1854 1.78085e+09 6501.95 2.08958e+06 4432 5959
meta mode/meta mode/global mode/level(0)/enter_singlemap_mode: 0.069242 0.975859 1.7558e+08 6410.38 668192 1523 6500
main/Initialise/CallSetup/Poison: 0.032062 0.004999 8.31508e+07 8.31508e+07 0 8.31508e+07 8.31508e+07
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_allocate: 0.032416 0.004 8.43287e+07 82919.1 7.50957e+06 2487 30111
main/Initialise/CallSetup/CCTK_WRAGH: 0.00326 0.003 8.45191e+06 8.45191e+06 0 8.45191e+06 8.45191e+06
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns: 0.002015 0.002 5.22653e+06 201020 1.40114e+06 19867 117040
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_InitSymBound: 4.1e-05 0 107493 107493 0 107493 107493
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Boundary_RegisterBCs: 1.1e-05 0 29805 29805 0 29805 29805
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction: 0.003084 0.003 7.99244e+06 307402 1.75724e+06 24257 321626
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/CarpetRegrid2_Initialise: 5e-05 0 130293 130293 0 130293 130293
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/RegisterCartGrid3DCoords: 4.4e-05 0 114602 114602 0 114602 114602
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_ActivateSlicing: 5e-06 0 12743 12743 0 12743 12743
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Einstein_SetNextSlicing: 2e-06 0 5448 5448 0 5448 5448
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_ParamCompat: 0.000523 0.001 1.35966e+06 1.35966e+06 0 1.35966e+06 1.35966e+06
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_SetupIndexArrays: 5.5e-05 0 143783 143783 0 143783 143783
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_SetScheduleStatus: 3.4e-05 0 86675 86675 0 86675 86675
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_ADMConstraints_RegisterVars: 6.5e-05 0 168679 168679 0 168679 168679
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterVars: 0.000204 0 529758 529758 0 529758 529758
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterConstrained: 0.000146 0.001 379909 379909 0 379909 379909
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/WeylScal4_RegisterVars: 5.7e-05 0 148487 148487 0 148487 148487
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TmunuBase_SetStressEnergyState: 0.00014 0 363477 363477 0 363477 363477
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/Slab_InitTimers: 1.8e-05 0 45757 45757 0 45757 45757
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MaskSym: 1.4e-05 0 36281 36281 0 36281 36281
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MaskSym_emask: 1.1e-05 0 27612 27612 0 27612 27612
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/RegisterSymmetryBoundaries: 1.2e-05 0 33717 33717 0 33717 33717
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_BSSN_RegisterSymmetries: 0.000171 0 445971 445971 0 445971 445971
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ReflectionSymmetry_Register: 9e-06 0 23327 23327 0 23327 23327
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/WeylScal4_RegisterSymmetries: 8.7e-05 0 225337 225337 0 225337 225337
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/SymBase_Statistics: 5e-06 0 12657 12657 0 12657 12657
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TerminationTrigger_StartTimer: 8e-06 0 20693 20693 0 20693 20693
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/ML_ADMConstraints_RegisterSymmetries: 6.3e-05 0 162173 162173 0 162173 162173
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/TerminationTrigger_CreateFile: 3e-06 0 7610 7610 0 7610 7610
main/Initialise/CallSetup/CCTK_WRAGH/CallFunction/thorns/MoL_ReportNumberVariables: 3.8e-05 0 97782 97782 0 97782 97782
main/Initialise/CallSetup/CCTK_PARAMCHECK: 0.002207 0.001999 5.72431e+06 5.72431e+06 0 5.72431e+06 5.72431e+06
main/Initialise/CallRecoverVariables/Poison: 4.06589 31.7362 1.05446e+10 1.05446e+09 1.24981e+09 3.64299e+08 1.39555e+09
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction: 0.002121 0.001999 5.49595e+06 392568 2.30611e+06 24248 1.51856e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns: 0.002006 0.001999 5.20709e+06 371935 2.28739e+06 19271 1.51269e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ADMBase_ParamCheck: 1.9e-05 0 49482 49482 0 49482 49482
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Boundary_Check: 2e-06 0 3037 3037 0 3037 3037
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetParamCheck: 3.5e-05 0 91609 91609 0 91609 91609
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetLib_test_prolongate_3d_rf2: 1.1e-05 0 28961 28961 0 28961 28961
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CarpetRegrid2_ParamCheck: 4.7e-05 0 120276 120276 0 120276 120276
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ParamCheck_CartGrid3D: 1e-05 0 24410 24410 0 24410 24410
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/dissipation_paramcheck: 9.4e-05 0 246018 246018 0 246018 246018
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/CheckFortranParameters: 1e-06 0 3872 3872 0 3872 3872
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/ML_BSSN_ParamCheck: 0.000181 0 471031 471031 0 471031 471031
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/MoL_ParamCheck: 3.2e-05 0 82013 82013 0 82013 82013
main/Initialise/CallRecoverVariables: 131.155 152.577 3.40142e+11 3.40142e+11 0 3.40142e+11 3.40142e+11
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Multipole_ParamCheck: 2.8e-05 0 74036 74036 0 74036 74036
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/qlm_paramcheck: 0.000808 0.001 2.09719e+06 2.09719e+06 0 2.09719e+06 2.09719e+06
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/TwoPunctures_ParamCheck: 5.8e-05 0 150794 150794 0 150794 150794
main/Initialise/CallSetup/CCTK_PARAMCHECK/CallFunction/thorns/Vectors_Test: 0.000572 0.000999 1.48366e+06 1.48366e+06 0 1.48366e+06 1.48366e+06
main/Initialise/CallRecoverVariables/CCTK_BASEGRID: 0.072317 0.269959 1.8755e+08 1.8755e+07 2.10268e+07 8.82534e+06 1.81975e+07
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction: 0.071213 0.264959 1.84717e+08 684138 3.81017e+07 1612 2019
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns: 0.06571 0.231962 1.70406e+08 1.35243e+06 3.60129e+07 10112 35852
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/ADMBase_SetShiftStateOn: 8.1e-05 0 210157 21015.7 70465.3 12951 13767
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/ADMBase_SetDtLapseStateOn: 4.1e-05 0 115784 11578.4 43187.7 6408 7641
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/ADMMacros_SetLocalSpatialOrder: 2.9e-05 0 78891 7889.1 3662.36 6534 8544
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/SpatialSpacings: 8.6e-05 0 221963 22196.3 154389 5053 6484
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/SpatialCoordinates: 0.043548 0.154977 1.13037e+08 1.13037e+07 1.21881e+07 5.3525e+06 1.18078e+07
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/ADMBase_SetDtShiftStateOn: 4.2e-05 0 113078 11307.8 41439.3 6592 7216
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_SetupRes: 0.00011 0.001 286741 286741 0 286741 286741
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/AHFinderDirect_setup: 0.001002 0.001 2.60019e+06 2.60019e+06 0 2.60019e+06 2.60019e+06
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/dissipation_basegrid: 0.006803 0.019996 1.76655e+07 1.76655e+06 2.02813e+06 706705 1.82469e+06
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/ML_ADMConstraints_CheckBoundaries: 6.8e-05 0.000999 176855 176855 0 176855 176855
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/ML_BSSN_CheckBoundaries: 0.000147 0 383378 383378 0 383378 383378
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/NaNChecker_ResetCounter: 1.1e-05 0 28313 28313 0 28313 28313
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskZero: 0.003551 0.012998 9.22795e+06 922795 1.04961e+06 431306 942206
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskOne: 0.007102 0.025994 1.84371e+07 1.84371e+06 2.14373e+06 830317 1.89241e+06
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_Setup: 0.000102 0 263505 263505 0 263505 263505
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask: 8e-05 0 207416 207416 0 207416 207416
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask/CarpetLib::ggf::recompose_crop: 4e-06 0 7962 3981 2095.86 2499 2499
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask/CarpetLib::ggf::recompose_allocate: 4e-06 0 13921 6960.5 4328.2 3900 3900
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskBase_AllocateMask/dh::recompose_free_old: 2e-06 0 3906 1953 322.441 1725 1725
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskBase_InitMask: 0.000559 0 1.45482e+06 1.45482e+06 0 1.45482e+06 1.45482e+06
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/CoordBase_SetupMask: 0.000106 0.001 276429 276429 0 276429 276429
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/CarpetMaskSetup: 4e-05 0 102614 102614 0 102614 102614
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskBase_SetMask: 0.00059 0 1.5326e+06 1.5326e+06 0 1.5326e+06 1.5326e+06
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_Set: 9.7e-05 0.001 252283 252283 0 252283 252283
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/SphericalSurface_CheckState: 8.8e-05 0.001 229038 229038 0 229038 229038
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/MaskBase_TestMask: 0.000575 0.006999 1.49437e+06 1.49437e+06 0 1.49437e+06 1.49437e+06
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/SymBase_Check: 6.3e-05 0.001 156880 15688 6189.7 10947 16184
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/Time_Initialise: 1.5e-05 0.001 40533 40533 0 40533 40533
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/TemporalSpacings: 0.000135 0 356463 35646.3 13112.4 29747 31276
main/Initialise/CallRecoverVariables/CCTK_BASEGRID/CallFunction/thorns/WeylScal4_CheckBoundaries: 6e-05 0.000999 157695 157695 0 157695 157695
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES: 127.013 120.528 3.29401e+11 3.29401e+10 7.19218e+10 1.24802e+10 2.96422e+10
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH: 127.013 120.521 3.294e+11 3.294e+10 7.19217e+10 1.24801e+10 2.96421e+10
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction: 127.013 120.526 3.294e+11 3.294e+10 7.19218e+10 1.24801e+10 2.96421e+10
main/Initialise/CallPostRecoverVariables: 0.066112 0.904862 1.71455e+08 1.71455e+08 0 1.71455e+08 1.71455e+08
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns/IOUtil_RecoverGH/RegridMap: 2.06365 5.77812 5.35194e+09 5.35194e+09 0 5.35194e+09 5.35194e+09
main/Initialise/CallPostRecoverVariables/CCTK_POST_RECOVER_VARIABLES/CallFunction/thorns/CarpetIOHDF5_InitCheckpointingIntervals: 1e-05 0.000999 24434 24434 0 24434 24434
main/Initialise/CallRecoverVariables/CCTK_RECOVER_VARIABLES/CallFunction/thorns: 127.013 120.525 3.294e+11 3.294e+10 7.19217e+10 1.24801e+10 2.96421e+10
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs1: 0.00154 0.006999 4.21836e+06 2109.18 8025.95 1893 2016
