# Carpet timing information at iteration 0 time 0:
# 1: timer name 2: gettimeofday [secs] 3: getrusage [secs] 4: cycle [secs] 5: cycle[avg] [secs] 6: cycle[sdv] [secs] 7: cycle[min] [secs] 8: cycle[max] [secs]
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_1D [6]/OutputGH<1>: 1.3e-05 0 29377 2937.7 2336.93 2359 4493
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOScalar::CarpetIOScalar [9]/OutputGH: 0.016061 0.25396 4.16566e+07 4.16566e+06 3.8346e+07 120306 4.05439e+07
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_3D [8]: 6.1e-05 0.001 161498 16149.8 46080.8 10042 18133
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOScalar::CarpetIOScalar [9]: 0.016092 0.25496 4.17355e+07 4.17355e+06 3.83463e+07 124115 4.0552e+07
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5_3D [8]/OutputGH<3>: 1.3e-05 0.001 35807 3580.7 3850.53 2526 6097
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5 [10]: 4.9e-05 0.000999 125265 12526.5 33083.8 7680 17873
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5 [10]/OutputGH: 1.8e-05 0 54240 5424 7102.51 3913 11327
main/Initialise/CallAnalysis/CCTK_CPINITIAL/CallFunction/thorns: 2.3e-05 0 57237 57237 0 57237 57237
main/Initialise/CallAnalysis/CCTK_CPINITIAL/CallFunction/thorns/CarpetIOHDF5_InitialDataCheckpoint: 9e-06 0 21498 21498 0 21498 21498
main/Evolve/DoTerminate: 1452.72 8589.64 3.76781e+12 1.83975e+09 8.75401e+10 940579 1.6213e+09
main/Initialise/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/CarpetLib_printtimestats: 4e-06 0 10599 10599 0 10599 10599
main/Initialise/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/CarpetLib_printmemstats: 2e-06 0 3695 3695 0 3695 3695
main/Initialise/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/lc_statistics_analysis: 2e-06 0 4836 4836 0 4836 4836
main/Initialise/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/Multipole_Calc: 1.44953 22.5876 3.75955e+09 3.75955e+09 0 3.75955e+09 3.75955e+09
main/Initialise/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/SystemStatistics_Collect: 0.000258 0.004 671051 671051 0 671051 671051
main/Initialise/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/qlm_calculate: 2.96039 15.3917 7.67813e+09 7.67813e+09 0 7.67813e+09 7.67813e+09
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_2D [2]/OutputGH<2>: 0.000488 0.007997 1.26959e+06 126959 16260.1 123317 134505
main/Initialise/CallAnalysis/OutputGH/OutputGH/IOASCII::IOASCII_3D [3]: 6.1e-05 0.001 154556 15455.6 45875.9 9360 15891
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Sync/comm_state[0].create: 0.024063 3.38246 5.85884e+07 3113.75 117568 1844 1884
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/ReflectionSymmetry_Apply: 4.17078 56.6564 1.0862e+10 432956 9.15585e+07 2193 116318
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/MaskBase_InitMask: 0.388281 3.20948 1.01153e+09 269740 2.65142e+07 100201 168712
main/Evolve/CallRegrid/Regrid/CarpetRegrid2::RegridMaps: 8.33088 127.878 2.1606e+10 1.05498e+06 1.91231e+09 1682 1955
main/Evolve/CallRegrid/Regrid/RegridMap/CheckRegions: 0.000413 0.006996 1.08609e+06 8485.05 3813.73 7879 8018
main/Evolve/CallRegrid/Regrid/PostRegrid: 0.085814 0.133983 2.22739e+08 1.74015e+06 1.48583e+06 1.49101e+06 1.66246e+06
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/WeylScal4_psi4_calc_Nth_SelectBCs: 0.032348 0.495927 8.46678e+07 51975.3 248146 42686 46549
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid: 280.784 671.507 7.28248e+11 5.68943e+09 4.95179e+09 4.48378e+09 5.97271e+09
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Sync/comm_state[8].state_empty_recv_buffers.step: 0.37417 40.7978 9.84878e+08 19729.1 2.93762e+07 3921 6907
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[2].state_get_buffer_sizes.step: 0.205038 3.19051 5.37232e+08 129142 2.93663e+06 98665 104073
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/MaskBase_TestMask: 1.27603 20.031 3.31052e+09 8.82805e+06 2.05311e+07 7.42391e+06 9.09264e+06
main/Evolve/CallRegrid: 679.921 6137.9 1.76346e+12 8.61064e+07 1.58609e+11 160023 162047
main/Evolve/AdvanceTime: 0.002517 0.017 6.1061e+06 2981.5 18333 2340 3071
main/Evolve/CallRegrid/CCTK_PREREGRID: 0.484707 3.27052 1.25909e+09 61479 2.78898e+06 51153 53606
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/CartGrid3D_ApplyBC: 0.310652 4.61225 8.21795e+08 9877.35 1.50147e+06 3821 11553
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_SelectBoundConds: 0.069278 1.00584 1.80858e+08 111024 168449 101225 106303
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/domain: 0.135033 0.589911 3.48782e+08 272486 197622 264959 269504
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/Multipole_Calc: 229.287 3462.54 5.94687e+11 2.90375e+08 5.34571e+10 6218 2.57348e+09
main/Evolve/CallAnalysis/CCTK_CHECKPOINT: 0.579996 8.55871 1.50365e+09 361455 2.71344e+07 20506 357772
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/setup_epsdis: 1.95007 30.0024 5.06724e+09 1.21809e+06 3.10178e+07 921216 1.20089e+06
main/Evolve: 7834.97 90690.4 2.0321e+13 1.01605e+13 2.86393e+10 1.01403e+13 1.01403e+13
main/Evolve/CallRegrid/CCTK_PREREGRID/CallFunction: 0.345388 2.34266 8.96662e+08 43782.3 2.28805e+06 35913 37590
main/Evolve/CallRegrid/CCTK_PREREGRID/CallFunction/thorns: 0.09908 0.693901 2.56169e+08 12508.2 1.66271e+06 8069 8507
main/Evolve/CallRegrid/CCTK_PREREGRID/CallFunction/thorns/CarpetTracker_SetPositions: 0.065824 0.479937 1.74591e+08 8524.94 1.60588e+06 4582 4793
main/Evolve/CallRegrid/Regrid: 292.038 833.143 7.57453e+11 3.6985e+07 6.66619e+10 95640 96273
main/Evolve/CallRegrid/Regrid/RegridMap: 282.194 692.74 7.31906e+11 5.71802e+09 4.99118e+09 4.5039e+09 6.00375e+09
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOScalar::CarpetIOScalar [9]: 2.64292 41.4917 6.854e+09 1.6476e+06 5.58945e+08 123408 3.66482e+07
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_SetTime: 0.039976 0.417913 1.04599e+08 25144.1 98587.8 23519 25850
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/Boundary_ClearSelection: 0.027618 0.415935 7.16121e+07 5495.09 743011 2563 4209
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/TerminationTrigger_CheckFile: 0.006115 0.08499 1.52957e+07 3676.84 45856.4 2453 3497
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[5].state_do_some_work.user: 250.372 3968.42 6.49456e+11 3.4872e+07 6.72691e+09 53505 6.07683e+06
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOScalar::CarpetIOScalar [9]/OutputGH: 2.63287 41.3497 6.83019e+09 1.64187e+06 5.589e+08 119894 3.66384e+07
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[8].state_empty_recv_buffers.step: 0.010085 0.046995 2.66998e+07 6418.23 384744 3245 5105
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_Add: 177.824 2803.3 4.61387e+11 2.77276e+07 1.02741e+09 1.87104e+07 2.51106e+07
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/AHFinderDirect_store: 3.13613 48.3536 8.13462e+09 3.97198e+06 6.97726e+08 31567 6.24991e+07
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_EnforceEverywhere: 25.0311 388.147 6.5066e+10 3.91022e+06 1.90718e+08 2.22695e+06 3.34251e+06
main/Evolve/CallRestrict/Restrict/comm_state[5].state_do_some_work.user: 9.31874 141.118 2.4189e+10 1.14531e+07 2.21945e+08 378936 402324
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/MoL_RestoreSandR: 0.060695 0.941864 1.60108e+08 38487.6 133564 35647 38343
main/Evolve/CallAnalysis/OutputGH/OutputGH/IOHDF5::IOHDF5 [10]/OutputGH: 0.011403 0.171972 2.96616e+07 7130.19 135425 3882 11134
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/thorns/WeylScal4_SelectBoundConds: 0.014411 0.231959 3.71143e+07 11834.9 51905.4 10929 11721
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Prolongate/comm_state[5].state_do_some_work.user: 132.191 2050.44 3.42901e+11 3.00711e+07 5.07691e+09 1875 6.12692e+06
main/Evolve/CallRestrict: 454.456 7196.72 1.17869e+12 5.75531e+08 3.30836e+10 2890 3.94411e+09
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/CarpetLib_printtimestats: 0.003429 0.046991 8.10859e+06 3959.27 21506.2 3279 3646
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_ADMBaseEverywhere: 9.22171 145.362 2.39356e+10 1.46935e+07 1.12628e+08 9.29944e+06 1.55072e+07
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[4].state_fill_send_buffers.step: 0.013071 1.81576 3.12884e+07 2743.88 55441.6 1985 2147
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/Boundary_ClearSelection: 0.177597 2.6676 4.55337e+08 5472.8 971322 2386 5840
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[1].state_get_buffer_sizes.user: 0.90895 13.3 2.36146e+09 95343.4 1.28392e+07 26706 44494
main/Evolve/CheckLevelTimes: 0.003117 0.05599 7.52401e+06 3675.63 27857.2 2511 3726
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Sync/comm_state[5].state_do_some_work.user: 0.010175 0.113982 2.63061e+07 6323.58 54399.3 5127 5683
main/Evolve/CallAnalysis/CCTK_ANALYSIS/CallFunction/thorns/lc_statistics_analysis: 0.003867 0.051987 9.71336e+06 4742.85 27283.5 3924 4921
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs: 323.277 4312.13 8.38459e+11 7.35297e+07 2.14945e+10 618155 8.073e+06
main/Evolve/CallRegrid/Recompose/CarpetLib::dh::recompose/dh::recompose_free_old: 0.920513 13.9019 2.4021e+09 48463.5 2.61837e+08 2111 14453
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[7].state_empty_recv_buffers.user: 20.8551 279.307 5.41298e+10 2.90646e+06 1.64856e+09 189255 219458
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[3].state_fill_send_buffers.user: 0.004138 0.061993 1.0528e+07 2550.38 42105.1 1707 1906
main/Evolve/CallRegrid/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_crop: 0.036777 0.413936 9.48529e+07 1913.71 89795.9 1603 2165
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/thorns/SphericalSurface_CheckState: 0.006548 0.104986 1.67258e+07 8166.88 29237 6451 7562
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[7].state_empty_recv_buffers.user: 2.04435 13.4499 5.32325e+09 466829 1.19005e+08 62051 122693
main/Evolve/CallRegrid/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_allocate: 0.418239 4.36034 1.0975e+09 22142.7 2.15747e+07 2010 16811
main/Evolve/CallAnalysis/CCTK_CHECKPOINT/CallFunction/thorns/CarpetIOHDF5_EvolutionCheckpoint: 0.059321 0.999853 1.55392e+08 75874.9 8.88127e+06 31922 77040
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_NewRad: 25.9005 403.252 6.71967e+10 4.03826e+06 5.4531e+09 306812 318182
main/Evolve/CallEvol/CCTK_PRESTEP/CallFunction/thorns/lc_steer: 0.003844 0.031996 9.22031e+06 4502.11 22057.1 3668 4573
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_BSSN_ConstraintsInterior: 109.294 1742.28 2.83515e+11 6.81527e+07 1.01898e+09 4.34906e+07 6.63632e+07
main/Evolve/CallAnalysis/CCTK_ANALYSIS: 673.095 5207.07 1.74576e+12 4.19653e+08 1.53686e+11 719509 9.6028e+09
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Sync/comm_state[7].state_empty_recv_buffers.user: 3.50207 19.0001 9.12079e+09 484736 9.84334e+07 116654 121135
main/Evolve/CallAnalysis/CCTK_POSTSTEP/CallFunction/syncs/Prolongate/comm_state[2].state_get_buffer_sizes.step: 0.011198 0.182973 2.88981e+07 7000.5 216547 3123 3778
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Prolongate/comm_state[3].state_fill_send_buffers.user: 12.9125 188.625 3.35433e+10 1.80108e+06 6.37214e+08 177259 204559
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/WeylScal4_SelectBoundConds: 0.074416 1.17182 1.92481e+08 11567.4 693151 10498 11320
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[4].state_fill_send_buffers.step: 0.039513 1.04284 9.31745e+07 3761.89 966336 2511 3704
main/Evolve/CallEvol/CCTK_PRESTEP/CallFunction: 0.996581 7.22691 2.58306e+09 206976 3.69067e+07 2031 41606
main/Evolve/CallEvol/CCTK_PRESTEP/CallFunction/thorns: 0.069894 0.656896 1.81279e+08 21957.2 1.03428e+06 9146 10321
main/Evolve/CallRegrid/Recompose/CarpetLib::dh::recompose: 18.0001 264.27 4.66857e+10 1.08319e+08 1.40903e+09 8.05849e+07 9.01795e+07
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/syncs/Prolongate/comm_state[5].state_do_some_work.user: 407.46 6455.12 1.05692e+12 4.26727e+07 9.10302e+09 53838 5.98624e+06
main/Evolve/CallRestrict/CCTK_POSTRESTRICT/CallFunction/syncs/Sync: 27.0496 415.851 7.01539e+10 3.72842e+06 6.52604e+08 729428 1.31308e+06
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns: 3477.79 47498.9 9.02011e+12 1.25704e+07 6.70204e+10 6145 1.42159e+09
main/Evolve/CallEvol/CCTK_EVOL: 4267.82 59645.5 1.10691e+13 2.66085e+09 4.61944e+10 1.45774e+09 3.11094e+09
main/Evolve/CallEvol/CCTK_PRESTEP/CallFunction/thorns/NaNChecker_ResetCounter: 0.004155 0.023996 1.05119e+07 5132.78 23935.3 4401 5129
main/Evolve/CallAnalysis: 767.905 6682.38 1.99166e+12 9.7249e+08 1.62971e+11 4.67597e+07 1.0444e+10
main/Evolve/CallEvol/CCTK_PRESTEP: 1.13278 8.63371 2.93718e+09 706053 3.15555e+07 204620 1.18887e+06
main/Evolve/CallEvol/CCTK_EVOL/CallFunction/thorns/ML_ADMConstraints_evaluate_SelectBCs: 0.099927 1.46676 2.61293e+08 62810.8 1.59612e+06 54698 58194
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[0].create: 0.014428 1.63877 3.44465e+07 3020.83 83521.1 1853 1955
main/Evolve/CallEvol/CCTK_PRESTEP/CallFunction/thorns/Einstein_SetNextSlicing: 0.040823 0.424932 1.05387e+08 25333.5 91477.6 22354 25345
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/ML_BSSN_ADMBase_SelectBCs: 0.041476 0.640896 1.08463e+08 66582.7 984045 60464 64018
main/Evolve/CallRestrict/Restrict/comm_state[3].state_fill_send_buffers.user: 1.19603 18.6812 3.105e+09 1.47017e+06 2.78188e+08 107074 4.30817e+07
main/Initialise/CallRestrict/CCTK_POSTRESTRICTINITIAL: 1.35334 21.4377 3.51005e+09 3.51005e+08 5.10898e+08 1.91186e+08 2.25958e+08
main/Initialise/CallRestrict/Restrict/comm_state[0].create: 1.6e-05 0 37016 4112.89 1456.03 3401 4075
main/Initialise/CallRestrict/Restrict/comm_state[2].state_get_buffer_sizes.step: 0.041646 0.630903 1.0805e+08 1.20055e+07 8.60547e+07 187408 9.27997e+07
main/Initialise/CallRestrict/Restrict/comm_state[3].state_fill_send_buffers.user: 0.028531 0.452931 7.40363e+07 8.22625e+06 3.9888e+07 153727 4.30641e+07
main/Initialise/CallRestrict/Restrict/comm_state[4].state_fill_send_buffers.step: 1.5e-05 0 30389 3376.56 3804.78 2141 5711
main/Initialise/CallRestrict/Restrict/comm_state[5].state_do_some_work.user: 0.046633 0.706891 1.21019e+08 1.34466e+07 3.93404e+07 388241 388241
main/Initialise/CallRestrict/Restrict/comm_state[6].state_do_some_work.step: 31.6374 35.4266 8.20555e+10 9.11728e+09 7.7242e+10 338948 1.00462e+08
main/Initialise/CallRestrict/Restrict/comm_state[7].state_empty_recv_buffers.user: 0.01376 0.154978 3.57241e+07 3.96934e+06 1.41727e+07 1.41217e+06 1.64843e+07
main/Initialise/CallRestrict/Restrict/comm_state[8].state_empty_recv_buffers.step: 0.0924 1.45878 2.39656e+08 2.66285e+07 1.86305e+08 6827 16233
main/Evolve/CallRegrid/Recompose/CarpetLib::dh::recompose/CarpetLib::ggf::recompose_fill: 15.8924 228.301 4.13546e+10 208588 2.15228e+08 1640 5585
main/Evolve/CallRegrid/Regrid/RegridMap/CarpetLib::gh::regrid: 282.165 692.712 7.31832e+11 5.71744e+09 4.99117e+09 4.50332e+09 6.00316e+09
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/syncs/Sync/comm_state[3].state_fill_send_buffers.user: 2.38811 23.7614 6.22325e+09 545756 1.16831e+08 110179 134429
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/MaskZero: 0.372113 5.92209 9.6778e+08 594094 6.27277e+06 414804 551102
main/Evolve/CallRegrid/CCTK_POSTREGRID/CallFunction/thorns/MaskOne: 0.752164 11.3203 1.95421e+09 1.19964e+06 1.2545e+07 916540 1.12974e+06

# Carpet timing information at iteration 3072 time 24.6857:
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid: 1.77009 1.76773 4.59094e+09 4.59094e+09 0 4.59094e+09 4.59094e+09
main: 12130.8 141206 3.14628e+13 7.86571e+12 7.96038e+12 9.71864e+11 1.017e+13
meta mode: 12130.8 141206 3.14628e+13 7.86571e+12 7.96038e+12 9.71864e+11 1.017e+13
main/CarpetStartup/CheckRegions: 4e-06 0 6121 6121 0 6121 6121
main/CarpetStartup/AllocateGridHierarchy: 1.4e-05 0 35501 35501 0 35501 35501
main/CarpetStartup: 0.391052 5.9441 1.01424e+09 1.01424e+09 0 1.01424e+09 1.01424e+09
main/CarpetStartup/CarpetLib::dh::regrid: 0.000228 0.002 507861 5078.61 55148.5 4117 4588
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/region: 0.08453 1.28781 2.19517e+08 2.19517e+06 4.65325e+06 2.13324e+06 2.13324e+06
main/Initialise/CallInitial/Poison: 4.3571 0.683895 1.13007e+10 1.13007e+09 1.43997e+09 7.9476e+08 8.44985e+08
main/CarpetStartup/CarpetLib::gh::regrid: 0.386348 5.88311 1.00198e+09 1.00198e+07 1.16079e+07 9.628e+06 1.00363e+07
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/domain: 0.003785 0.048984 9.8092e+06 98092.1 201084 93799 103315
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid: 0.385657 5.86811 1.00028e+09 1.00028e+07 1.15705e+07 9.61154e+06 1.00205e+07
main/CarpetStartup/CarpetLib::dh::recompose: 8.4e-05 0.001999 205770 2057.7 1825.5 1762 2792
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose/CarpetLib::dh::recompose/dh::recompose_free_old: 0.000706 0 1.85066e+06 1852.52 7642.39 1658 1826
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/buffers: 0.122053 1.86672 3.1693e+08 3.1693e+06 938838 3.09718e+06 3.11793e+06
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/test: 0.141986 2.15466 3.68603e+08 3.68603e+06 3.77952e+06 3.55693e+06 3.56722e+06
main/Initialise/CallInitial/CallRegridInitialMeta/Recompose: 0.018895 0.003 4.90072e+07 4.90072e+06 4.74424e+06 749375 5.83787e+06
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refprol: 8.7e-05 0 207134 2071.34 6532.23 1725 2098
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgrest: 7.8e-05 0.001 198635 1986.35 1800.55 1670 1921
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs2: 0.00072 0.015999 1.96662e+06 19666.2 336247 12688 86864
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm: 0.008388 0.131983 2.17525e+07 217525 1.41162e+06 197111 199270
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/region: 0.029932 0.028995 7.76557e+07 7.76557e+06 836143 7.01131e+06 7.81827e+06
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/mgprol: 7.4e-05 0 191350 1913.5 1464.73 1630 2233
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/sync: 0.007035 0.105987 1.83922e+07 183922 1.29719e+06 166575 167214
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs1: 9.1e-05 0.002 240533 2405.33 2081.61 2034 2162
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refrest: 8.3e-05 0.001 201447 2014.47 2168.08 1658 2077
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/refbndprol: 8.3e-05 0 208156 2081.56 3692.97 1704 2383
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_boxes: 0.00553 0.100987 1.44464e+07 144464 1.75838e+06 55487 283033
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/unusedpoints_mask: 8.8e-05 0 203511 2035.11 4548.61 1731 2413
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/mask: 0.000382 0.01 1.03365e+06 10336.5 12367.1 7283 11186
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync/CarpetLib::dh::bs3: 7.2e-05 0.000999 191787 1917.87 3354.16 1655 2490
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol: 0.001214 0.007999 3.15042e+06 31504.2 190656 25085 31059
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/comm/reflux: 8e-05 0.001999 214107 2141.07 4595.6 1728 2043
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm: 0.013906 0.204973 3.60734e+07 360734 1.87677e+06 300759 486919
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs1: 0.000105 0 287052 2870.52 6908.34 2331 2952
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs3: 7.4e-05 0.003 201093 2010.93 1899.89 1685 1740
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol/CarpetLib::dh::bs2: 0.001287 0.015998 3.46036e+06 34603.6 520110 19372 31475
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/sync: 0.001271 0.029997 3.28463e+06 32846.3 382494 24817 99558
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_prol: 0.001887 0.025997 4.89694e+06 48969.4 551439 33007 44650
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs1: 8.3e-05 0 222873 2228.73 4837.06 1835 2022
main/Initialise/CallInitial/CallRegridInitialMeta/Regrid/RegridMap/CarpetLib::gh::regrid/CarpetLib::dh::regrid/buffers: 0.111434 0.109984 2.89039e+08 2.89039e+07 3.30392e+07 3.1761e+06 3.73866e+07
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs3: 7.5e-05 0 186787 1867.87 1304.35 1634 1725
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_bnd_prol/CarpetLib::dh::bs2: 0.000684 0.007999 1.86295e+06 18629.5 183367 11816 19877
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol: 0.006546 0.101983 1.69715e+07 169715 948423 144328 244975
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs1: 0.000511 0.010998 1.31583e+06 2193.05 5247.2 1811 1924
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs2: 0.003854 0.068987 1.05602e+07 17600.3 527536 12036 16117
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/ref_refl_prol/CarpetLib::dh::bs3: 0.000462 0.003998 1.14376e+06 1906.26 4368.52 1624 1765
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync: 0.001116 0.011997 2.90205e+06 29020.5 108111 23351 23351
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs1: 8.4e-05 0.000999 226358 2263.58 8225.12 1881 2006
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs2: 0.000591 0.004999 1.61005e+06 16100.5 96209.2 11883 11905
main/CarpetStartup/CarpetLib::gh::regrid/CarpetLib::dh::regrid/bcast_comm/old2new_sync/CarpetLib::dh::bs3: 7.6e-05 0.002 189517 1895.17 1833.79 1621 1744
